职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['大数据开发工程师'],['6-8千/月'],['石家庄隆恒贝瑞科技有限公司'],['合资| 500-1000人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 石家庄裕华区东二环369号仁祥大厦12层'],['石家庄'],['大专'],[],['3人'],['2019-09-12'],1、大专及以上学历，年龄在18-30岁之间2、计算机相关专业、自动化、测控、生仪、机电、数学、物理等理工科先关专业优先3、热爱软件开发事业、有较强的逻辑思维能力，对IT行业有浓厚的兴趣并有志于在IT行业发展，创造个人价值（非销售、非保险岗位）4、渴望能有一定扎实的技术，获得一份长远发展、稳定、有晋升空间地工作5、对河北省发展大数据、云计算、互联网、人工智能等产业有一定的了解和认识福利待遇：1、免费实训：根据公司发展需求针对无基础，基础薄弱者提供相应技术助理岗位，以快速提高个人技能水平达到公司要求2、薪资水平（助理）：实习期1000-2500/月，要求对待工作认真负责，完成上级交代的工作任务；转正5000-8000/月3、作息时间：一天八小时工作制，中午休息2小时，，国家法定节假日正常休息4、职业发展：人力资源部为所有岗位建立了成长模式和职业发展通道，有专业的咨询师为大家指导面试地址：石家庄裕华区东二环369号仁祥大厦12层公交路线：乘坐71、79、80、81、116、518、57、99路公交车到博文家园下车即到
['大数据开发工程师'],['20-30万/年'],['德比软件（上海）有限公司'],['外资（欧美）| 150-500人| 互联网/电子商务 酒店/旅游'],['上班地址 : 上海浦东新区峨山路91弄120号8号楼6楼'],['上海-浦东新区'],['3-4年工作经验'],['本科'],['1人'],['2019-09-12'],
['高级大数据工程师'],['1-1.5万/月'],['上海易予信息技术有限公司'],['民营公司| 50-150人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 南京市鼓楼区建宁路65号金川科技园21栋310和311'],['南京-鼓楼区'],['3-4年工作经验'],['大专'],['若干人'],['2019-09-12'],
['物业集团-大数据经理(J10626)'],['1.5-2万/月'],['重庆财信企业集团有限公司'],['上市公司| 1000-5000人| 多元化业务集团公司 房地产'],['上班地址 : 红黄路1号兴业大厦18楼'],['重庆-江北区'],[],[],['1人'],['2019-09-12'],
['大数据分析培训讲师'],['0.3-1万/月'],['东莞市天助网络信息技术有限公司'],['民营公司| 50-150人| 计算机软件 互联网/电子商务'],['上班地址 : 南城区元美路2号财富广场B座12楼1201、1202、1203室'],['东莞'],[],[],['若干人'],['2019-09-12'],1、22-32岁，男女不限，形象气质好，专科以上学历；2、1年以上互联网工作经验；3、具备激励员工和团队管理能力；4、有开放的心胸，可以接受团队建议，善于学习；5、能迅速掌握与公司业务有关的各种知识；6、知识结构较全面，具有一定的管理经验；我们是谁：1、我们叫——天助网络2、通俗的说，这是一家为各大中小型企业提供全方位电子商务运营服务的公司3、主要的业务包括品牌营销网站建设，品牌定位、网络运营策划等4、长期合作的客户涉及各个行业（有多家上市公司）5、并且还有很多客户期望与我们合作，哼，咱可是很傲娇的工作地点在南城财富广场B座12楼联 系 人：陈小姐电话：0769-88991288-0/ 13556619167
['大数据开发工程师'],['1-1.5万/月'],['深圳市斯普瑞特通信技术有限公司'],['民营公司| 50-150人| 通信/电信/网络设备 通信/电信运营、增值服务'],['上班地址 : 深圳市南山区高新南区中国地质大学产学研基地中地大厦A702室'],['深圳'],['2年工作经验'],['本科'],['若干人'],['2019-09-12'],
['大数据项目经理'],['1.5-2万/月'],['广州易初莲花连锁超市有限公司'],['上市公司| 10000人以上| 批发/零售 快速消费品(食品、饮料、化妆品)'],['上班地址 : 三元里大道268号宏泰广场19楼'],['广州'],['3-4年工作经验'],['硕士'],['若干人'],['2019-09-12'],
['大数据架构师'],['3-5万/月'],['杭州凌志企业管理咨询有限公司'],['民营公司| 少于50人| 专业服务(咨询、人力资源、财会) 中介服务'],['上班地址 : 联庄地铁站附近'],['杭州-滨江区'],['5-7年工作经验'],['本科'],['1人'],['2019-09-12'],
['广州区销售代表（电商/大数据/10天带薪年假）'],['0.6-1.1万/月'],['杭州数云信息技术有限公司'],['民营公司| 150-500人| 计算机软件 互联网/电子商务'],['上班地址 : 广州市天河区冼村路11号保利威座北塔35楼3505室'],['广州-天河区'],['1年工作经验'],['大专'],['1人'],['2019-09-12'],
['大数据算法工程师'],['20-30万/年'],['上海数鸣人工智能科技有限公司'],['民营公司| 少于50人| 互联网/电子商务 金融/投资/证券'],['上班地址 : 沪太路2999弄10号510-511'],['上海-宝山区'],['5-7年工作经验'],['硕士'],['1人'],['2019-09-12'],
['大数据项目经理'],['1-2万/月'],['苏州希格玛科技有限公司'],['民营公司| 50-150人| 建筑/建材/工程'],['上班地址 : 苏州市解放东路555号桐泾商务广场2号楼13楼'],['苏州'],[],[],['1人'],['2019-09-12'],
['大数据平台架构师'],['2.5-4万/月'],['微医集团'],['合资| 1000-5000人| 互联网/电子商务 医疗设备/器械'],['上班地址 : 启迪路198号杭州湾信息港'],['杭州'],[],[],['若干人'],['2019-09-12'],
['大数据平台开发'],['2-3万/月'],['薪得付信息技术（上海）有限公司'],['外资（欧美）| 1000-5000人| 专业服务(咨询、人力资源、财会) 计算机软件'],['上班地址 : 闵行区莲花路1733号D106幢CDP Group，9号线合川路站'],['上海'],['5-7年工作经验'],['本科'],['1人'],['2019-09-12'],岗位职责===========§ 负责基于Hadoop的EcoSaaS数据平台架构的规划、设计和搭建；§ 配合产品经理参与EcoSaaS大数据业务需求调研，根据需求及行业特点设计大数据解决方案并跟进具体实施项目；§ 制定大数据平台中数据质量、业务质量监控及管理方案，确保大数据功能的落地；任职要求：===========§ 本科以上学历，5年以上软件和分布式系统研发经验，2年以上大数据系统架构与开发经验；§ 精通Hadoop/HBase/Spark/Storm/Redis技术及其生态圈；§ 熟悉Hadoop大数据计算框架；熟练掌握hive数据仓库工具，熟悉数据仓库模型设计，会写HSQL§ 熟练掌握Hbase非结构化数据库开发；熟悉sqoop数据同步及oozie调度§ 能够编写batchell/python脚本，对windows/nux操作系统命令精通；§ 熟悉主流的BI、数据仓库产品；§ 具备Java/C++/Scala等开发经验，熟悉数据挖掘和分析的策略预算法的优先；§ 具备大数据计算性能调优能力§ 具备良好的沟通及理解能力，可以与用户进行需求沟通§ 具备良好的系统分析能力、故障诊断能力；§ 有大数据策略、算法、可视化经验优先。
['售前工程师（大数据）'],['1.5-3万/月'],['上海爱可生信息技术股份有限公司'],['民营公司| 150-500人| 计算机软件 计算机服务(系统、数据服务、维修)'],['上班地址 : 上海市徐汇区虹梅路1905号甲楼4层'],['上海'],['3-4年工作经验'],['本科'],['1人'],['2019-09-12'],
['猎头助理顾问（IT互联网/大数据方向）'],['5-9千/月'],['广州市罗卡企业管理咨询有限公司'],['民营公司| 50-150人| 专业服务(咨询、人力资源、财会)'],['上班地址 : 深惠路和松柏路交汇处银信大厦（横岗地铁站旁）'],['深圳-龙岗区'],['1年工作经验'],['本科'],['2人'],['2019-09-12'],
['大数据开发人员'],['0.8-1万/月'],['宁波中国科学院信息技术应用研究院'],['事业单位| 150-500人| 学术/科研 计算机软件'],['上班地址 : 浙江省宁波市高新区光华路299弄19号（研发园C区9幢7、8、9楼）'],['宁波'],[],[],['若干人'],['2019-09-12'],
['前端开发（大数据，智慧旅游）'],['1-1.5万/月'],['浙江深大智能科技有限公司'],['民营公司| 500-1000人| 互联网/电子商务 酒店/旅游'],['上班地址 : 杭州市西湖区天堂软件园E幢7层'],['杭州-西湖区'],['3-4年工作经验'],['大专'],['1人'],['2019-09-12'],
['大数据开发工程师'],['1.3-1.8万/月'],['浙江畅唐网络股份有限公司'],['民营公司| 500-1000人| 网络游戏 互联网/电子商务'],['上班地址 : 江陵路88号万轮科技园8号楼畅唐大厦'],['杭州-滨江区'],['3-4年工作经验'],['本科'],['2人'],['2019-09-12'],
['大数据架构师(J12254)'],['2.5-4万/月'],['北京汇通天下物联科技有限公司'],['民营公司| 1000-5000人| 互联网/电子商务 计算机软件'],['上班地址 : 高新区天府四街199号长虹科技大厦'],['成都'],['5-7年工作经验'],['本科'],['1人'],['2019-09-12'],"工作职责:1. 负责大数据分析系统的需求分析和整体架构设计，负责确定软硬件实施方案；2. 负责核心技术问题的攻关，带领团队解决项目开发过程中的技术难题；3. 负责大数据分析系统相关具体应用算法的设计、开发；4. 协助管理数据产品项目的开发进度和质量，协助管理项目；5. 培养年轻工程师，带领团队技术方。任职资格:1. 5年以上从事软件开发工作经验，2年以上大数据系统分析、设计和实施经验；2. 强大的持续跟踪学习新兴技术的能力；3. 拥有3年以上Hadoop开发设计和实施经验，对大数据相关的技术和产品有全面深入了，如HDFS，MR，Hbase，Hive，Spark，Storm；4. 能够设计可以良好横向扩展的并发计算系统，了解主流队列系统、消息系统,如Kafka、Kinesis或RabbitMQ；5. 有大数据日志处理经验，熟悉ELK、flume等产品；6. 有TB级大数据处理实战经验，熟悉整个大数据的完整处理流程，包括数据的采集、清洗、预处理、存储、分析挖掘和数据可视化；7. 熟悉常用的数据挖掘技术和算法，如路径分析、关联规则挖掘、分类、聚类分类、协同过滤等；8. 熟悉敏捷开发流程和工具。"
['大数据开发工程师'],['1.6-2.2万/月'],['海南新浪爱问普惠科技有限公司'],['民营公司| 500-1000人| 互联网/电子商务 金融/投资/证券'],['上班地址 : 南山区科技南八路超多维科技大厦'],['深圳'],['3-4年工作经验'],['本科'],['1人'],['2019-09-12'],
['大数据分析'],['0.8-1.5万/月'],['广东金添动漫股份有限公司'],['民营公司| 150-500人| 快速消费品(食品、饮料、化妆品)'],['上班地址 : 广东省东莞市南城区宏二路1号蜂汇广场1栋3层'],['东莞-南城区'],['2年工作经验'],['本科'],['1人'],['2019-09-12'],
